"OID_,Name,FolderPath,SymbolID,AltMode,Base,Snippet,PopupInfo,HasLabel,LabelID ,BENCHMARK-STONE,_CONTROL_RODRIGUEZ.kmz/CONTROL_RODRIGUEZ/B&T-2016-001-CNTRL/B&T-2016-001-CNTRL,0,-1,0.000000000000000,,""",,,,
BENCHMARK-STONE,,,,
,,,,
Lat: 395738.81857,,,,
Lon: 0750828.39042,,,,
Horz Order: 2,,,,
Cond: G,,,,
,,,,
NGS IDB: ,,,,
DATASHEET ,,,,
MARK DATA ,,,,
DESCRIPTION ,,,,
PHOTOS,,,,
,,,,
GEOCACHE: ,,,,
RECOVERY,,,,
,,,,
""",-1,1 ,GARDEN 1962 RM 2,_CONTROL_RODRIGUEZ.kmz/CONTROL_RODRIGUEZ/PA_PHILADELPHIA_BENCHMARKS.kml/Horizontal,12,-1,0.000000000000000,,""",,,,
,,,,
PID - JU3137,,,,
,,,,
Lat: 395739.06404,,,,
Lon: 0750832.19019,,,,
Horz Order: 2,,,,
Stability: D,,,,
Cond: N,,,,
,,,,
NGS IDB: ,,,,
DATASHEET ,,,,
MARK DATA ,,,,
DESCRIPTION ,,,,
PHOTOS,,,,
,,,,
GEOCACHE: ,,,,
RECOVERY,,,,
,,,,
""",-1,1 ,GIRARD,_CONTROL_RODRIGUEZ.kmz/CONTROL_RODRIGUEZ/PA_PHILADELPHIA_BENCHMARKS.kml/Horizontal,10,-1,0.000000000000000,,""",,,,
,,,,
PID - JU4504,,,,
,,,,
Lat: 395816.75295,,,,
Lon: 0750925.70298,,,,
Horz Order: 0,,,,
Stability: C,,,,
Cond: G,,,,
,,,,
NGS IDB: ,,,,
DATASHEET ,,,,
ACCURACIES ,,,,
MARK DATA ,,,,
DESCRIPTION ,,,,
PHOTOS,,,,
,,,,
GEOCACHE: ,,,,
RECOVERY,,,,
,,,,
""",-1,1 ,GRAYS,_CONTROL_RODRIGUEZ.kmz/CONTROL_RODRIGUEZ/PA_PHILADELPHIA_BENCHMARKS.kml/Horizontal,10,-1,0.000000000000000,,""",,,,
,,,,
PID - JU4505,,,,
,,,,
Lat: 395621.35342,,,,
Lon: 0751134.49107,,,,
Horz Order: 0,,,,
Stability: C,,,,
Cond: G,,,,
,,,,
NGS IDB: ,,,,
DATASHEET ,,,,
ACCURACIES ,,,,
MARK DATA ,,,,
DESCRIPTION ,,,,
PHOTOS,,,,
,,,,
GEOCACHE: ,,,,
RECOVERY,,,,
,,,,
""",-1,1 ,GYRO,_CONTROL_RODRIGUEZ.kmz/CONTROL_RODRIGUEZ/PA_PHILADELPHIA_BENCHMARKS.kml/Horizontal,15,-1,0.000000000000000,,""",,,,
,,,,
PID - JU3217,,,,
,,,,
Lat: 395346.15903,,,,
Lon: 0751100.99676,,,,
Horz Order: 2,,,,
Cond: S,,,,
,,,,
NGS IDB: ,,,,
DATASHEET ,,,,
MARK DATA ,,,,
DESCRIPTION ,,,,
PHOTOS,,,,
,,,,
GEOCACHE: ,,,,
RECOVERY,,,,
,,,,
""",-1,1 ,HAVERFORD,_CONTROL_RODRIGUEZ.kmz/CONTROL_RODRIGUEZ/PA_PHILADELPHIA_BENCHMARKS.kml/Horizontal,10,-1,0.000000000000000,,""",,,,
,,,,
PID - JU4506,,,,
,,,,
Lat: 395749.20551,,,,
Lon: 0751311.83998,,,,
Horz Order: 0,,,,
Stability: C,,,,
Cond: G,,,,
,,,,
NGS IDB: ,,,,
DATASHEET ,,,,
ACCURACIES ,,,,
MARK DATA ,,,,
DESCRIPTION ,,,,
PHOTOS,,,,
,,,,
GEOCACHE: ,,,,
RECOVERY,,,,
,,,,
""",-1,1 ,HAZEL,_CONTROL_RODRIGUEZ.kmz/CONTROL_RODRIGUEZ/PA_PHILADELPHIA_BENCHMARKS.kml/Horizontal,10,-1,0.000000000000000,,""",,,,
,,,,
PID - JU4507,,,,
,,,,
Lat: 395711.71262,,,,
Lon: 0751440.29170,,,,
Horz Order: 0,,,,
Stability: C,,,,
Cond: G,,,,
,,,,
NGS IDB: ,,,,
DATASHEET ,,,,
ACCURACIES ,,,,
MARK DATA ,,,,
DESCRIPTION ,,,,
PHOTOS,,,,
,,,,
GEOCACHE: ,,,,
RECOVERY,,,,
,,,,
""",-1,1 ,HENRY,_CONTROL_RODRIGUEZ.kmz/CONTROL_RODRIGUEZ/PA_PHILADELPHIA_BENCHMARKS.kml/Horizontal,10,-1,0.000000000000000,,""",,,,
,,,,
PID - KV7093,,,,
,,,,
Lat: 400254.96147,,,,
Lon: 0751307.36629,,,,
Horz Order: 0,,,,
Stability: C,,,,
Cond: G,,,,
,,,,
NGS IDB: ,,,,
DATASHEET ,,,,
ACCURACIES ,,,,
MARK DATA ,,,,
DESCRIPTION ,,,,
PHOTOS,,,,
,,,,
GEOCACHE: ,,,,
RECOVERY,,,,
,,,,
""",-1,1 ,HITNER 1925,_CONTROL_RODRIGUEZ.kmz/CONTROL_RODRIGUEZ/PA_PHILADELPHIA_BENCHMARKS.kml/Horizontal,12,-1,0.000000000000000,,""",,,,
,,,,
PID - JU3034,,,,
,,,,
Lat: 395930.72901,,,,
Lon: 0750353.68874,,,,
Horz Order: 3,,,,
Stability: D,,,,
Cond: N,,,,
,,,,
NGS IDB: ,,,,
DATASHEET ,,,,
MARK DATA ,,,,
DESCRIPTION ,,,,
PHOTOS,,,,
,,,,
GEOCACHE: ,,,,
RECOVERY,,,,
,,,,
""",-1,1 ,HITNER 2,_CONTROL_RODRIGUEZ.kmz/CONTROL_RODRIGUEZ/PA_PHILADELPHIA_BENCHMARKS.kml/Horizontal,13,-1,0.000000000000000,,""",,,,
,,,,
PID - JU4194,,,,
,,,,
Lat: 395930.50541,,,,
Lon: 0750353.55909,,,,
Horz Order: 3,,,,
Stability: D,,,,
Cond: S,,,,
,,,,
NGS IDB: ,,,,
DATASHEET ,,,,
MARK DATA ,,,,
DESCRIPTION ,,,,
PHOTOS,,,,
,,,,
GEOCACHE: ,,,,
RECOVERY,,,,
,,,,
""",-1,1 ,HOLMESBURG EMANUEL CH SPIRE,_CONTROL_RODRIGUEZ.kmz/CONTROL_RODRIGUEZ/PA_PHILADELPHIA_BENCHMARKS.kml/Horizontal,13,-1,0.000000000000000,,""",,,,
,,,,
PID - KV3708,,,,
,,,,
Lat: 400234.49545,,,,
Lon: 0750123.80196,,,,
Horz Order: 3,,,,
Cond: G,,,,
,,,,
NGS IDB: ,,,,
DATASHEET ,,,,
MARK DATA ,,,,
DESCRIPTION ,,,,
PHOTOS,,,,
,,,,
GEOCACHE: ,,,,
RECOVERY,,,,
,,,,
""",-1,1 ,HOLMESBURG SIGNATUR HOSIERY TK,_CONTROL_RODRIGUEZ.kmz/CONTROL_RODRIGUEZ/PA_PHILADELPHIA_BENCHMARKS.kml/Horizontal,13,-1,0.000000000000000,,""",,,,
,,,,
PID - KV3694,,,,
,,,,
Lat: 400200.41152,,,,
Lon: 0750128.50410,,,,
Horz Order: 3,,,,
Cond: G,,,,
,,,,
NGS IDB: ,,,,
DATASHEET ,,,,
MARK DATA ,,,,
DESCRIPTION ,,,,
PHOTOS,,,,
,,,,
GEOCACHE: ,,,,
RECOVERY,,,,
,,,,
""",-1,1 ,HOLMESBURG ST DOMINICS SPIRE,_CONTROL_RODRIGUEZ.kmz/CONTROL_RODRIGUEZ/PA_PHILADELPHIA_BENCHMARKS.kml/Horizontal,13,-1,0.000000000000000,,""",,,,
,,,,
PID - KV3706,,,,
,,,,
Lat: 400244.64832,,,,
Lon: 0750100.47886,,,,
Horz Order: 3,,,,
Cond: G,,,,
,,,,
NGS IDB: ,,,,
DATASHEET ,,,,
MARK DATA ,,,,
DESCRIPTION ,,,,
PHOTOS,,,,
,,,,
GEOCACHE: ,,,,
RECOVERY,,,,
,,,,
""",-1,1 ,HOUSE OF CORRECTION 3,_CONTROL_RODRIGUEZ.kmz/CONTROL_RODRIGUEZ/PA_PHILADELPHIA_BENCHMARKS.kml/Horizontal,15,-1,0.000000000000000,,""",,,,
,,,,
PID - KV3695,,,,
,,,,
Lat: 400130.71050,,,,
Lon: 0750051.45223,,,,
Horz Order: 2,,,,
Cond: G,,,,
,,,,
NGS IDB: ,,,,
DATASHEET ,,,,
MARK DATA ,,,,
DESCRIPTION ,,,,
PHOTOS,,,,
,,,,
GEOCACHE: ,,,,
RECOVERY,,,,
,,,,
""",-1,1 ,HOUSE OF CORRECTION 3 RM 1,_CONTROL_RODRIGUEZ.kmz/CONTROL_RODRIGUEZ/PA_PHILADELPHIA_BENCHMARKS.kml/Horizontal,13,-1,0.000000000000000,,""",,,,
,,,,
PID - KV6699,,,,
,,,,
Lat: 400130.47476,,,,
Lon: 0750051.41875,,,,
Horz Order: 3,,,,
Cond: S,,,,
,,,,
NGS IDB: ,,,,
DATASHEET ,,,,
MARK DATA ,,,,
DESCRIPTION ,,,,
PHOTOS,,,,
,,,,
GEOCACHE: ,,,,
RECOVERY,,,,
,,,,
""",-1,1 ,ISLAND,_CONTROL_RODRIGUEZ.kmz/CONTROL_RODRIGUEZ/PA_PHILADELPHIA_BENCHMARKS.kml/Horizontal,10,-1,0.000000000000000,,""",,,,
,,,,
PID - JU4508,,,,
,,,,
Lat: 395301.77010,,,,
Lon: 0751351.29292,,,,
Horz Order: 0,,,,
Stability: D,,,,
Cond: S,,,,
,,,,
NGS IDB: ,,,,
DATASHEET ,,,,
ACCURACIES ,,,,
MARK DATA ,,,,
DESCRIPTION ,,,,
PHOTOS,,,,
,,,,
GEOCACHE: ,,,,
RECOVERY,,,,
,,,,
""",-1,1 ,JARDEL,_CONTROL_RODRIGUEZ.kmz/CONTROL_RODRIGUEZ/PA_PHILADELPHIA_BENCHMARKS.kml/Horizontal,10,-1,0.000000000000000,,""",,,,
,,,,
PID - KV7094,,,,
,,,,
Lat: 400317.91238,,,,
Lon: 0750433.82433,,,,
Horz Order: 0,,,,
Stability: C,,,,
Cond: G,,,,
,,,,
NGS IDB: ,,,,
DATASHEET ,,,,
ACCURACIES ,,,,
MARK DATA ,,,,
DESCRIPTION ,,,,
PHOTOS,,,,
,,,,
GEOCACHE: ,,,,
RECOVERY,,,,
,,,,
""",-1,1 ,KEYSTONE,_CONTROL_RODRIGUEZ.kmz/CONTROL_RODRIGUEZ/PA_PHILADELPHIA_BENCHMARKS.kml/Horizontal,10,-1,0.000000000000000,,""",,,,
,,,,
PID - KV7095,,,,
,,,,
Lat: 400252.74219,,,,
Lon: 0745950.43506,,,,
Horz Order: 0,,,,
Stability: C,,,,
Cond: G,,,,
,,,,
NGS IDB: ,,,,
DATASHEET ,,,,
ACCURACIES ,,,,
MARK DATA ,,,,
DESCRIPTION ,,,,
PHOTOS,,,,
,,,,
GEOCACHE: ,,,,
RECOVERY,,,,
,,,,
""",-1,1 ,KEYSTONE RESET,_CONTROL_RODRIGUEZ.kmz/CONTROL_RODRIGUEZ/PA_PHILADELPHIA_BENCHMARKS.kml/Horizontal,12,-1,0.000000000000000,,""",,,,
,,,,
PID - KV3690,,,,
,,,,
Lat: 400114.14535,,,,
Lon: 0750150.70301,,,,
Horz Order: 2,,,,
Cond: N,,,,
,,,,
NGS IDB: ,,,,
DATASHEET ,,,,
MARK DATA ,,,,
DESCRIPTION ,,,,
PHOTOS,,,,
,,,,
GEOCACHE: ,,,,
RECOVERY,,,,
,,,,
""",-1,1 ,KING,_CONTROL_RODRIGUEZ.kmz/CONTROL_RODRIGUEZ/PA_PHILADELPHIA_BENCHMARKS.kml/Horizontal,10,-1,0.000000000000000,,""",,,,
,,,,
PID - KV7096,,,,
,,,,
Lat: 400322.38623,,,,
Lon: 0750935.56168,,,,
Horz Order: 0,,,,
Stability: C,,,,
Cond: G,,,,
,,,,
NGS IDB: ,,,,
DATASHEET ,,,,
ACCURACIES ,,,,
MARK DATA ,,,,
DESCRIPTION ,,,,
PHOTOS,,,,
,,,,
GEOCACHE: ,,,,
RECOVERY,,,,
,,,,
""",-1,1 ,LEEDS,_CONTROL_RODRIGUEZ.kmz/CONTROL_RODRIGUEZ/PA_PHILADELPHIA_BENCHMARKS.kml/Horizontal,10,-1,0.000000000000000,,""",,,,
,,,,
PID - KV7097,,,,
,,,,
Lat: 400414.74060,,,,
Lon: 0751026.54892,,,,
Horz Order: 0,,,,
Stability: C,,,,
Cond: S,,,,
,,,,
NGS IDB: ,,,,
DATASHEET ,,,,
ACCURACIES ,,,,
MARK DATA ,,,,
DESCRIPTION ,,,,
PHOTOS,,,,
,,,,
GEOCACHE: ,,,,
RECOVERY,,,,
,,,,
""",-1,1 ,LIBRARY,_CONTROL_RODRIGUEZ.kmz/CONTROL_RODRIGUEZ/PA_PHILADELPHIA_BENCHMARKS.kml/Horizontal,10,-1,0.000000000000000,,""",,,,
,,,,
PID - JU4509,,,,
,,,,
Lat: 395933.18149,,,,
Lon: 0750833.93900,,,,
Horz Order: 0,,,,
Stability: C,,,,
Cond: G,,,,
,,,,
NGS IDB: ,,,,
DATASHEET ,,,,
ACCURACIES ,,,,
MARK DATA ,,,,
DESCRIPTION ,,,,
PHOTOS,,,,
,,,,
GEOCACHE: ,,,,
RECOVERY,,,,
,,,,
""",-1,1 ,LIGHT USE 1926,_CONTROL_RODRIGUEZ.kmz/CONTROL_RODRIGUEZ/PA_PHILADELPHIA_BENCHMARKS.kml/Horizontal,12,-1,0.000000000000000,,""",,,,
,,,,
PID - JU3167,,,,
,,,,
Lat: 395319.38057,,,,
Lon: 0751133.18865,,,,
Horz Order: 3,,,,
Stability: C,,,,
Cond: N,,,,
,,,,
NGS IDB: ,,,,
DATASHEET ,,,,
MARK DATA ,,,,
DESCRIPTION ,,,,
PHOTOS,,,,
,,,,
GEOCACHE: ,,,,
RECOVERY,,,,
,,,,
""",-1,1 ,LINDBERGH,_CONTROL_RODRIGUEZ.kmz/CONTROL_RODRIGUEZ/PA_PHILADELPHIA_BENCHMARKS.kml/Horizontal,10,-1,0.000000000000000,,""",,,,
,,,,
PID - JU4510,,,,
,,,,
Lat: 395353.89383,,,,
Lon: 0751505.99440,,,,
Horz Order: 0,,,,
Stability: C,,,,
Cond: G,,,,
,,,,
NGS IDB: ,,,,
DATASHEET ,,,,
ACCURACIES ,,,,
MARK DATA ,,,,
DESCRIPTION ,,,,
PHOTOS,,,,
,,,,
GEOCACHE: ,,,,
RECOVERY,,,,
,,,,
""",-1,1 ,LONEY,_CONTROL_RODRIGUEZ.kmz/CONTROL_RODRIGUEZ/PA_PHILADELPHIA_BENCHMARKS.kml/Horizontal,10,-1,0.000000000000000,,""",,,,
,,,,
PID - KV7098,,,,
,,,,
Lat: 400319.39108,,,,
Lon: 0750254.78380,,,,
Horz Order: 0,,,,
Stability: C,,,,
Cond: G,,,,
,,,,
NGS IDB: ,,,,
DATASHEET ,,,,
ACCURACIES ,,,,
MARK DATA ,,,,
DESCRIPTION ,,,,
PHOTOS,,,,
,,,,
GEOCACHE: ,,,,
RECOVERY,,,,
,,,,
""",-1,1 ,MANN,_CONTROL_RODRIGUEZ.kmz/CONTROL_RODRIGUEZ/PA_PHILADELPHIA_BENCHMARKS.kml/Horizontal,10,-1,0.000000000000000,,""",,,,
,,,,
PID - JU4511,,,,
,,,,
Lat: 395903.23494,,,,
Lon: 0751321.49093,,,,
Horz Order: 0,,,,
Stability: C,,,,
Cond: G,,,,
,,,,
NGS IDB: ,,,,
DATASHEET ,,,,
ACCURACIES ,,,,
MARK DATA ,,,,
DESCRIPTION ,,,,
PHOTOS,,,,
,,,,
GEOCACHE: ,,,,
RECOVERY,,,,
,,,,
""",-1,1 ,MAX,_CONTROL_RODRIGUEZ.kmz/CONTROL_RODRIGUEZ/PA_PHILADELPHIA_BENCHMARKS.kml/Horizontal,10,-1,0.000000000000000,,""",,,,
,,,,
PID - KV7099,,,,
,,,,
Lat: 400219.00827,,,,
Lon: 0750409.89089,,,,
Horz Order: 0,,,,
Stability: C,,,,
Cond: G,,,,
,,,,
NGS IDB: ,,,,
DATASHEET ,,,,
ACCURACIES ,,,,
MARK DATA ,,,,
DESCRIPTION ,,,,
PHOTOS,,,,
,,,,
GEOCACHE: ,,,,
RECOVERY,,,,
,,,,
""",-1,1 ,MOREFIELD,_CONTROL_RODRIGUEZ.kmz/CONTROL_RODRIGUEZ/PA_PHILADELPHIA_BENCHMARKS.kml/Horizontal,12,-1,0.000000000000000,,""",,,,
,,,,
PID - KV7100,,,,
,,,,
Lat: 400607.69543,,,,
Lon: 0750221.79926,,,,
Horz Order: 0,,,,
Stability: C,,,,
Cond: N,,,,
,,,,
NGS IDB: ,,,,
DATASHEET ,,,,
ACCURACIES ,,,,
MARK DATA ,,,,
DESCRIPTION ,,,,
PHOTOS,,,,
,,,,
GEOCACHE: ,,,,
RECOVERY,,,,
,,,,
""",-1,1 ,MUD ISLAND LOWER RNG REAR LT,_CONTROL_RODRIGUEZ.kmz/CONTROL_RODRIGUEZ/PA_PHILADELPHIA_BENCHMARKS.kml/Horizontal,13,-1,0.000000000000000,,""",,,,
,,,,
PID - KV6416,,,,
,,,,
Lat: 400145.87695,,,,
Lon: 0750022.87412,,,,
Horz Order: 3,,,,
,,,,
NGS IDB: ,,,,
DATASHEET ,,,,
MARK DATA ,,,,
DESCRIPTION ,,,,
PHOTOS,,,,
,,,,
GEOCACHE: ,,,,
RECOVERY,,,,
,,,,
""",-1,1 ,MUSEUM,_CONTROL_RODRIGUEZ.kmz/CONTROL_RODRIGUEZ/PA_PHILADELPHIA_BENCHMARKS.kml/Horizontal,15,-1,0.000000000000000,,""",,,,
,,,,
PID - JU3171,,,,
,,,,
Lat: 395649.31934,,,,
Lon: 0751131.99323,,,,
Horz Order: 2,,,,
Cond: P,,,,
,,,,
NGS IDB: ,,,,
DATASHEET ,,,,
MARK DATA ,,,,
DESCRIPTION ,,,,
PHOTOS,,,,
,,,,
GEOCACHE: ,,,,
RECOVERY,,,,
,,,,
""",-1,1 ,NABISCO ECC,_CONTROL_RODRIGUEZ.kmz/CONTROL_RODRIGUEZ/PA_PHILADELPHIA_BENCHMARKS.kml/Horizontal,10,-1,0.000000000000000,,""",,,,
,,,,
PID - KV7101,,,,
,,,,
Lat: 400625.23753,,,,
Lon: 0750001.86709,,,,
Horz Order: 0,,,,
Stability: D,,,,
Cond: S,,,,
,,,,
NGS IDB: ,,,,
DATASHEET ,,,,
ACCURACIES ,,,,
MARK DATA ,,,,
DESCRIPTION ,,,,
PHOTOS,,,,
,,,,
GEOCACHE: ,,,,
RECOVERY,,,,
,,,,
""",-1,1 ,NAVY,_CONTROL_RODRIGUEZ.kmz/CONTROL_RODRIGUEZ/PA_PHILADELPHIA_BENCHMARKS.kml/Horizontal,15,-1,0.000000000000000,,""",,,,
,,,,
PID - JU3145,,,,
,,,,
Lat: 395312.20079,,,,
Lon: 0750958.13175,,,,
Horz Order: 2,,,,
Cond: P,,,,
,,,,
NGS IDB: ,,,,
DATASHEET ,,,,
MARK DATA ,,,,
DESCRIPTION ,,,,
PHOTOS,,,,
,,,,
GEOCACHE: ,,,,
RECOVERY,,,,
,,,,
""",-1,1 ,NORTH PHILA BYBERRY HOSP STACK,_CONTROL_RODRIGUEZ.kmz/CONTROL_RODRIGUEZ/PA_PHILADELPHIA_BENCHMARKS.kml/Horizontal,11,-1,0.000000000000000,,""",,,,
,,,,
PID - KV5705,,,,
,,,,
Lat: 400637.55562,,,,
Lon: 0745842.04935,,,,
Horz Order: 3,,,,
Cond: X,,,,
,,,,
NGS IDB: ,,,,
DATASHEET ,,,,
MARK DATA ,,,,
DESCRIPTION ,,,,
PHOTOS,,,,
,,,,
GEOCACHE: ,,,,
RECOVERY,,,,
,,,,
""",-1,1 ,NORTHGATE,_CONTROL_RODRIGUEZ.kmz/CONTROL_RODRIGUEZ/PA_PHILADELPHIA_BENCHMARKS.kml/Horizontal,12,-1,0.000000000000000,,""",,,,
,,,,
PID - JU4512,,,,
,,,,
Lat: 395406.13319,,,,
Lon: 0750847.04600,,,,
Horz Order: 0,,,,
Stability: C,,,,
Cond: N,,,,
,,,,
NGS IDB: ,,,,
DATASHEET ,,,,
ACCURACIES ,,,,
MARK DATA ,,,,
DESCRIPTION ,,,,
PHOTOS,,,,
,,,,
GEOCACHE: ,,,,
RECOVERY,,,,
,,,,
""",-1,1 ,OAKLANE,_CONTROL_RODRIGUEZ.kmz/CONTROL_RODRIGUEZ/PA_PHILADELPHIA_BENCHMARKS.kml/Horizontal,10,-1,0.000000000000000,,""",,,,
,,,,
PID - KV7102,,,,
,,,,
Lat: 400253.37178,,,,
Lon: 0750740.08893,,,,
Horz Order: 0,,,,
Stability: C,,,,
Cond: S,,,,
,,,,
NGS IDB: ,,,,
DATASHEET ,,,,
ACCURACIES ,,,,
MARK DATA ,,,,
DESCRIPTION ,,,,
PHOTOS,,,,
,,,,
GEOCACHE: ,,,,
RECOVERY,,,,
,,,,
""",-1,1 ,PASCHALL,_CONTROL_RODRIGUEZ.kmz/CONTROL_RODRIGUEZ/PA_PHILADELPHIA_BENCHMARKS.kml/Horizontal,10,-1,0.000000000000000,,""",,,,
,,,,
PID - JU4513,,,,
,,,,
Lat: 395538.32032,,,,
Lon: 0751346.08504,,,,
Horz Order: 0,,,,
Stability: C,,,,
Cond: G,,,,
,,,,
NGS IDB: ,,,,
DATASHEET ,,,,
ACCURACIES ,,,,
MARK DATA ,,,,
DESCRIPTION ,,,,
PHOTOS,,,,
,,,,
GEOCACHE: ,,,,
RECOVERY,,,,
,,,,
""",-1,1 ,PASSYUNK,_CONTROL_RODRIGUEZ.kmz/CONTROL_RODRIGUEZ/PA_PHILADELPHIA_BENCHMARKS.kml/Horizontal,10,-1,0.000000000000000,,""",,,,
,,,,
PID - JU4514,,,,
,,,,
Lat: 395505.61142,,,,
Lon: 0751229.83619,,,,
Horz Order: 0,,,,
Stability: C,,,,
Cond: G,,,,
,,,,
NGS IDB: ,,,,
DATASHEET ,,,,
ACCURACIES ,,,,
MARK DATA ,,,,
DESCRIPTION ,,,,
PHOTOS,,,,
,,,,
GEOCACHE: ,,,,
RECOVERY,,,,
,,,,
""",-1,1 ,PATTISON,_CONTROL_RODRIGUEZ.kmz/CONTROL_RODRIGUEZ/PA_PHILADELPHIA_BENCHMARKS.kml/Horizontal,12,-1,0.000000000000000,,""",,,,
,,,,
PID - JU0865,,,,
,,,,
Lat: 395404.14318,,,,
Lon: 0750909.59886,,,,
Horz Order: 2,,,,
Vert Order: 2,,,,
Stability: C,,,,
Cond: N,,,,
,,,,
NGS IDB: ,,,,
DATASHEET ,,,,
MARK DATA ,,,,
DESCRIPTION ,,,,
PHOTOS,,,,
,,,,
GEOCACHE: ,,,,
RECOVERY,,,,
,,,,
""",-1,1 ,PENN,_CONTROL_RODRIGUEZ.kmz/CONTROL_RODRIGUEZ/PA_PHILADELPHIA_BENCHMARKS.kml/Horizontal,11,-1,0.000000000000000,,""",,,,
,,,,
PID - JU3116,,,,
,,,,
Lat: 395755.17414,,,,
Lon: 0750737.96077,,,,
Horz Order: 3,,,,
Cond: X,,,,
,,,,
NGS IDB: ,,,,
DATASHEET ,,,,
MARK DATA ,,,,
DESCRIPTION ,,,,
PHOTOS,,,,
,,,,
GEOCACHE: ,,,,
RECOVERY,,,,
,,,,
""",-1,1 ,PENN,_CONTROL_RODRIGUEZ.kmz/CONTROL_RODRIGUEZ/PA_PHILADELPHIA_BENCHMARKS.kml/Horizontal,15,-1,0.000000000000000,,""",,,,
,,,,
PID - JU3162,,,,
,,,,
Lat: 395657.54779,,,,
Lon: 0751120.25547,,,,
Horz Order: 2,,,,
Cond: G,,,,
,,,,
NGS IDB: ,,,,
DATASHEET ,,,,
MARK DATA ,,,,
DESCRIPTION ,,,,
PHOTOS,,,,
,,,,
GEOCACHE: ,,,,
RECOVERY,,,,
,,,,
""",-1,1 ,PENN 2,_CONTROL_RODRIGUEZ.kmz/CONTROL_RODRIGUEZ/PA_PHILADELPHIA_BENCHMARKS.kml/Horizontal,13,-1,0.000000000000000,,""",,,,
,,,,
PID - JU4197,,,,
,,,,
Lat: 395756.85547,,,,
Lon: 0750734.59561,,,,
Horz Order: 3,,,,
Stability: D,,,,
Cond: S,,,,
,,,,
NGS IDB: ,,,,
DATASHEET ,,,,
MARK DATA ,,,,
DESCRIPTION ,,,,
PHOTOS,,,,
,,,,
GEOCACHE: ,,,,
RECOVERY,,,,
,,,,
""",-1,1 ,PENN TREATY USE 1962,_CONTROL_RODRIGUEZ.kmz/CONTROL_RODRIGUEZ/PA_PHILADELPHIA_BENCHMARKS.kml/Horizontal,11,-1,0.000000000000000,,""",,,,
,,,,
PID - JU3110,,,,
,,,,
Lat: 395755.09590,,,,
Lon: 0750737.79262,,,,
Horz Order: 2,,,,
Cond: X,,,,
,,,,
NGS IDB: ,,,,
DATASHEET ,,,,
MARK DATA ,,,,
DESCRIPTION ,,,,
PHOTOS,,,,
,,,,
GEOCACHE: ,,,,
RECOVERY,,,,
,,,,
""",-1,1 ,PENROSE,_CONTROL_RODRIGUEZ.kmz/CONTROL_RODRIGUEZ/PA_PHILADELPHIA_BENCHMARKS.kml/Horizontal,15,-1,0.000000000000000,,""",,,,
,,,,
PID - JU0747,,,,
,,,,
Lat: 395348.31782,,,,
Lon: 0751249.29135,,,,
Horz Order: 2,,,,
Vert Order: 1,,,,
Stability: B,,,,
Cond: G,,,,
,,,,
NGS IDB: ,,,,
DATASHEET ,,,,
MARK DATA ,,,,
DESCRIPTION ,,,,
PHOTOS,,,,
,,,,
GEOCACHE: ,,,,
RECOVERY,,,,
,,,,
""",-1,1 ,PHIL NAVY EME WAT SUP TANK,_CONTROL_RODRIGUEZ.kmz/CONTROL_RODRIGUEZ/PA_PHILADELPHIA_BENCHMARKS.kml/Horizontal,12,-1,0.000000000000000,,""",,,,
,,,,
PID - JU3222,,,,
,,,,
Lat: 395314.92659,,,,
Lon: 0751006.56954,,,,
Horz Order: 3,,,,
Cond: N,,,,
,,,,
NGS IDB: ,,,,
DATASHEET ,,,,
MARK DATA ,,,,
DESCRIPTION ,,,,
PHOTOS,,,,
,,,,
GEOCACHE: ,,,,
RECOVERY,,,,
,,,,
""",-1,1 ,PHIL NAVY SHIPYARD SW TANK,_CONTROL_RODRIGUEZ.kmz/CONTROL_RODRIGUEZ/PA_PHILADELPHIA_BENCHMARKS.kml/Horizontal,13,-1,0.000000000000000,,""",,,,
,,,,
PID - JU3219,,,,
,,,,
Lat: 395319.85719,,,,
Lon: 0751117.94058,,,,
Horz Order: 3,,,,
Cond: S,,,,
,,,,
NGS IDB: ,,,,
DATASHEET ,,,,
MARK DATA ,,,,
DESCRIPTION ,,,,
PHOTOS,,,,
,,,,
GEOCACHE: ,,,,
RECOVERY,,,,
,,,,
""",-1,1 ,PHIL NAVY SUP BLDG 5 TANK,_CONTROL_RODRIGUEZ.kmz/CONTROL_RODRIGUEZ/PA_PHILADELPHIA_BENCHMARKS.kml/Horizontal,13,-1,0.000000000000000,,""",,,,
,,,,
PID - JU3215,,,,
,,,,
Lat: 395323.32642,,,,
Lon: 0751027.04954,,,,
Horz Order: 3,,,,
Cond: G,,,,
,,,,
NGS IDB: ,,,,
DATASHEET ,,,,
MARK DATA ,,,,
DESCRIPTION ,,,,
PHOTOS,,,,
,,,,
GEOCACHE: ,,,,
RECOVERY,,,,
,,,,
""",-1,1 ,PHIL NAVY SUP BLDG 624 TANK,_CONTROL_RODRIGUEZ.kmz/CONTROL_RODRIGUEZ/PA_PHILADELPHIA_BENCHMARKS.kml/Horizontal,12,-1,0.000000000000000,,""",,,,
,,,,
PID - JU3212,,,,
,,,,
Lat: 395322.79039,,,,
Lon: 0751018.63225,,,,
Horz Order: 3,,,,
Cond: N,,,,
,,,,
NGS IDB: ,,,,
DATASHEET ,,,,
MARK DATA ,,,,
DESCRIPTION ,,,,
PHOTOS,,,,
,,,,
